word,category,count,library_count,example
paranormal,未分类,108,2,"Ghoul, Zombie, Skeleton, Undead, Mummy, Ghost, Spirit, Paranormal. Female voice, raspy snarling. Mono, Sanken Co100K hig"
mallets,未分类,108,2,"Strong, deep hits with both mallets in very close succession. Strong low resonance, long decay. Various instances. Rever"
breaking,未分类,107,19,"Extended, descending detonation characterized by a breaking bending effect."
whipping,未分类,107,15,"SYNTHETIC HIT HIGH Sharp and distorted thrash, like whipping with a lash."
leather,Material,107,11,Hitting wooden piece with leather. Dull with some rattling.
bite,Attack,107,3,Extended acidic sizzle with citrus bite and bright tonal fizz.
suffering,未分类,106,1,An enormous troop of women suffering and moaning with sparse expressions far away with a washed out character. Ready to 
piece,未分类,105,11,Quickly sliding metallic piece. Some ringing and slightly gritty.
mechanical,Mood,105,14,"Steel cannon, cal 27mm. Single blasts with mechanical elements and a long tail."
zap,未分类,104,14,Sharp accent characterised by filter zap tail rising.
register,未分类,104,4,"PROCESSED SCREECH LONG Continuous buzzing, with changing register. Separate, descending, and short fragments at the end."
struggling,未分类,104,3,An enormous troop of women battling and struggling with sparse expressions far away with a washed out character. Ready t
whistling,Voice,103,17,"Instrument. Harsh, tonal, slightly airy whistling. Mono, Sanken Co100K high frequency response."
buzz,未分类,103,12,"PROCESSED SCREECH SHORT High pitch buzz like sound, similar to short note buzz on a trumpet. Distorted."
break,未分类,103,10,"SYNTHETIC FRACTION Hard and distorted bangs, like trying to break down a wooden door."
wavering,未分类,102,14,Tonal jolt with wavering and cartoon-like characteristics.
bombardment,未分类,102,3,"Antique artillery bombardment, multiple historic cannons firing in sequence. XY positioned 100m away from cannons."
fall,未分类,102,13,Rattling movement of metal clips as they drop or fall.
bursts,未分类,101,16,"Air, Breath, Inhale, Exhale. Long, airy, hissing bursts with sizzling at the end. Mono, Sanken Co100K high frequency res"
eerie,Mood,101,16,"Plastic, Toy, Air, Pipe. High, eerie, tonal screaming and screeching with varying pitch. Mono, Sanken Co100K high freque"
doppler,未分类,101,12,Doppler effect jolt with a toned impact.
cannons,未分类,101,2,"Antique artillery bombardment, multiple historic cannons firing in sequence. XY positioned 100m away from cannons."
whimpering,未分类,101,2,"Ethereal, Banshee, Ghost, Spirit, Female, Haunted, Horror, Paranormal, Entity, Voice, Vocal. Female banshee screaming an"
victoriously,未分类,101,1,An enormous troop of women victoriously cheering and rejoicing with sparse expressions far away with a washed out charac
cheering,未分类,101,1,An enormous troop of women victoriously cheering and rejoicing with sparse expressions far away with a washed out charac
rejoicing,未分类,101,1,An enormous troop of women victoriously cheering and rejoicing with sparse expressions far away with a washed out charac
freaking,未分类,101,1,An enormous troop of women panicking and freaking out with sparse expressions far away with a washed out character. Read
battling,未分类,101,1,An enormous troop of women battling and struggling with sparse expressions far away with a washed out character. Ready t
horrendously,未分类,101,1,An enormous troop of women horrendously hurting and aching with sparse expressions far away with a washed out character.
hurting,未分类,101,1,An enormous troop of women horrendously hurting and aching with sparse expressions far away with a washed out character.
aching,未分类,101,1,An enormous troop of women horrendously hurting and aching with sparse expressions far away with a washed out character.
swirling,Liquid,100,17,Low-frequency whoosh characterised by bubbling or swirling textures.
collision,未分类,100,12,Short collision sound of a steel ball on a metal plate.
fabric,Material,100,8,Loose pieces being dropped out of fabric.
thuds,未分类,99,13,"PROCESSED HIT LOW Deep and heavy thuds, like dropping a heavy object on a solid surface, with feedback."
continuously,未分类,99,11,"PROCESSED MOVEMENT CONTINUOUS Long, continuously, heavy rumbling and crumbling. Steady thuds and liquid like impacts."
drum,未分类,99,12,Strong hand drum impact with warm body and tight percussive hit.
year,未分类,99,1,One year old baby girl babbling continuously. Slightly spitting.
times,未分类,98,12,"Fast, whooshing impact of leather gloves being flapped back and forth, multiple times."
rifle,未分类,98,6,Processed nitro rifle shot. Warped expulsion. Short duration. Quiet whoosh towards end.
complex,未分类,97,12,"Wobble noise with dual oscillator complex modulation, extended effect"
note,未分类,97,3,"PROCESSED SCREECH SHORT High pitch buzz like sound, similar to short note buzz on a trumpet. Distorted."
microphones,未分类,97,2,"Antique artillery, historic cannon, cal 27mm. AB with dynamic microphones positioned 3m away from the cannon."
stomp,未分类,97,7,Foot stomp into pile of rocks and stones. Some rolling debris.
screechy,未分类,97,4,Dramatic whoosh swell characterized by a screechy and tonal quality.
grainy,Texture,97,13,"Calibration, synthetic rise in pitch, ending with grainy sounds."
flowing,Liquid,97,15,Flowing nylon pass with smooth tone and low tail.
moved,未分类,96,7,Large metallic pieces being moved and locking in place.
flurry,未分类,96,1,"Quick flurry of rapid hits. Strong low resonance, long decay. Various instances. Reverberant. Mixed Beater."
wide,Space,95,20,Jolt with wide filter bubbles.
rest,未分类,95,5,Rattling movement of metal keys as they rest on a box or container surface.
mutate,未分类,95,3,"Zombie, Alien, Extraterrestrial, Mutate. Male voice, sucking in air with cheek movement. Mono, Sanken Co100K high freque"
lot,未分类,94,12,Long and continuous sequence of chugging with a lot of breathing.
dropping,未分类,94,14,"PROCESSED HIT LOW Deep and heavy thuds, like dropping a heavy object on a solid surface, with feedback."
dark,Mood,94,20,"Short, whimsical spell, imbued with a dark and foreboding quality."
tiny,未分类,93,16,Electrical jolt with tiny rise up effect.
ambisonics,未分类,93,2,"Antique artillery, historic cannon, cal 27mm. Four channel Ambisonics positioned 200m away from the cannon."
motor,未分类,93,8,"Low drone, motor like, with subtle grains on top. Both varying in pitch. Intense crackles. Distorted helicopter."
briefly,未分类,93,8,Blade begins to rotate as blender is turned on with on button held briefly. Tinny buzz with air and crank as blender is 
whistle,未分类,92,11,"Whistle, Instrument. Short, slightly impactful, hissing air burst. Mono, Sanken Co100K high frequency response."
inhaling,未分类,92,6,"Breathing, Inhale, Exhale. Slightly wet, airy, resonant inhaling and exhaling with low transients. Mono, Sanken Co100K h"
distinct,未分类,92,12,"Noisy, thudding impact combined with a distinct crunch."
granular,未分类,92,12,Robotic motion with granular texture.
shots,未分类,92,12,"PROCESSED HIT LOW Deep, long, and synthetic shots, with some shaking."
typical,未分类,92,6,Mostly soft attack with some bubbling and splashing. Typical
resonating,未分类,92,22,Low thud with hollow resonating wooden pieces. Some debris.
shimmering,未分类,91,18,"Classic, shimmering sound with a sharp, clear tone."
squeaking,Voice,91,15,"Continuous, quick movement with sliding, rattling, squeaking and some ringing."
bursting,未分类,91,13,"Bubble bursting or stumbling upon impact with a surface, creating a light and airy poof."
batting,未分类,91,2,"SWISH BY LARGE WHOOSH Quick burst, broadband whoosh, swoosh. Flapping, batting."
extended,Duration,90,6,Extended movement with intense frequency modulation.
woman,未分类,90,1,A solo woman performing suffering moans in a studio environment.
ripples,未分类,90,5,Pulses blasted are modulated and break into separate ripples.
clean,Texture,89,16,"Steam, Clean, Hygiene. Short, slightly tonal, raspy, airy hissing. Mono, Sanken Co100K high frequency response."
gasping,Voice,88,3,"Ghoul, Zombie, Skeleton, Undead, Mummy. Female voice, long and painful inward squeal with gasping. Mono, Sanken Co100K h"
ending,未分类,87,20,Sliding metallic pieces on wood ending with clang.
pressure,未分类,87,15,Sizzling and crackling of granular shimmering particles under pressure.
man,未分类,87,2,A solo man performing suffering moans in a studio environment.
dripping,Liquid,86,11,Continuous displacement with a lot of splashing and dripping.
evolving,未分类,86,15,Shimmer effect characterized by its shifting frequencies and evolving nature.
breathing,未分类,85,9,"Domestic, Farm, Mammal. Nervous breathing and grunting with subtle hoofbeats in the background. Mono, Sanken Co100K high"
vibration,未分类,85,10,"Vibration, Whisking. Very low, long, tonal rubbing and moaning with fast stuttering. Mono, Sanken Co100K high frequency "
changing,未分类,85,6,Long and raspy barking with changing tone.
painfully,未分类,85,2,"Orc, Ogre, Cyclops, Fantasy. Female voice, screaming and growling long and painfully. Mono, Sanken Co100K high frequency"
element,未分类,84,20,UI select element with a fragment-like quality.
double,未分类,84,17,Double deforming burst with rapid palpitations.
filled,未分类,84,11,Brief and static-filled tonal essence resembling a blip.
structure,未分类,84,6,"PROCESSED RUPTURE Heavy explosion and rumbling, followed by demolition of a structure."
running,未分类,84,7,A squad of 10 women performing a horrendous war scream while running towards the microphones. Recorded in an open field 
broadband,未分类,84,4,"MOTION LARGE SANDY Continuous dragging, rustling, scraping. Friction. Broadband noise."
differing,未分类,84,1,HORN TONAL HIGH Honking orchestral horn. From once to multiple times. Differing in speed. High.
particles,未分类,83,12,"PROCESSED DECAY Distorted bang, followed by feedback, like eruption and scattering of the particles."
hammerhead,未分类,83,2,"Antique artillery, historic cannon, cal 27mm. Hammerhead microphones positioned 4m away from the cannon."
resonances,未分类,83,7,Laser strike followed by long burst of scattered resonances.
toy,未分类,82,6,"Plastic, Toy, Air, Pipe. High, eerie, tonal screaming and screeching with varying pitch. Mono, Sanken Co100K high freque"
delay,未分类,82,8,Blast of white noise distinguished by a tonal delay effect.
slap,Attack,82,15,High-speed and crisp facial slap.
rise,未分类,81,19,Processed Glockenspiel rise up with shimmering effect.
playing,未分类,81,3,"Low, breathy flute playing a melodic, tonal gesture."
reverb,未分类,80,11,"PROCESSED HIT HIGH Hard, heavy, and single hit, with reverb at the end."
destruction,未分类,80,4,"PROCESSED DECAY Muffled destruction like sound, with rumbling."
displacement,未分类,80,6,Continuous displacement with subtle sprays and splashes.
blasts,未分类,80,4,"Steel cannon, cal 27mm. Single blasts from a distance with softer attack and a smooth, wide tail."
build,未分类,80,8,Long whooshes of a wind gusts. Steady whooshes with a subtle build up followed by a pass by swish and short decaying tai
becoming,未分类,80,6,Processed vibration of futuristic machine. Becoming more and more modulated.
clangs,未分类,80,6,Video tape container closed. 1 or 2 clangs.
seconds,未分类,80,6,Laser like discharge fired in water which creates ripples after 1 or 2 seconds.
ice,Material,79,7,"Compact hit like the one caused by a firearm on ice, short tail."
underwater,未分类,78,7,"Wild, Marine, Mammal. Curious, low, tonal moaning and screaming. Underwater hydrophone recording."
warped,未分类,78,12,"Synthesized metal impact with a warped, modulated effect."
movements,未分类,78,22,Dynamic jolting burst with frequency-shifting movements.
synth,未分类,78,11,"Brief, impactful sharp accent characterised by an ascending synth sweep that accelerates."
crumbling,未分类,78,14,Extended explosion noise reminiscent of earth crumbling.
bunch,未分类,78,2,A bunch of women whining and whimpering with sparse expressions at a very close distance. Ready to use loop.
